incident_number,calendaryear,month,incdate,call_type,problem,responsearea,prioritydescription,council_district,location,longitude,latitude,census_tracts,tract_codes
22022132,2022,Feb,02/13/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0603,1F,9,"(-97.761265,30.246876)",-97.761265,30.246876,['13.12'],['001312']
22022259,2022,Feb,02/13/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1709,1F,3,"(-97.765440,30.216604)",-97.76544,30.216604,['24.03'],['002403']
22022365,2022,Feb,02/14/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3001,1F,4,"(-97.691416,30.384100)",-97.691416,30.3841,['419'],['041900']
22022559,2022,Feb,02/14/2022 12:00:00 AM,Fire,BOX -Structure Fire,04-2801,1F,7,"(-97.689557,30.435479)",-97.689557,30.435479,['451'],['045100']
22022776,2022,Feb,02/14/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0603,1F,3,"(-97.758109,30.241149)",-97.758109,30.241149,['13.08'],['001308']
22022818,2022,Feb,02/14/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2101,1F,10,"(-97.752528,30.358267)",-97.752528,30.358267,['323'],['032300']
22023110,2022,Feb,02/15/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-4901,1F,5,"(-97.803989,30.145635)",-97.803989,30.145635,['24.07'],['002407']
22023167,2022,Feb,02/15/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1504,1F,3,"(-97.700619,30.273119)",-97.700619,30.273119,['8.01'],['000801']
22023197,2022,Feb,02/15/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1101,1F,5,"(-97.768440,30.252151)",-97.76844,30.252151,['13.04'],['001304']
22023936,2022,Feb,02/17/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1403,1F,9,"(-97.722721,30.288263)",-97.722721,30.288263,['4.01'],['000401']
22024183,2022,Feb,02/17/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3608,1F,5,"(-97.778530,30.163823)",-97.77853,30.163823,['24.51'],['002451']
22024269,2022,Feb,02/17/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4103,1F,1,"(-97.641566,30.329133)",-97.641566,30.329133,['22.20'],['002220']
22024286,2022,Feb,02/17/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-4302,1F,8,"(-97.889525,30.193490)",-97.889525,30.19349,['367'],['036700']
22024306,2022,Feb,02/17/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1805,1F,4,"(-97.688504,30.325877)",-97.688504,30.325877,['402'],['040200']
22024348,2022,Feb,02/18/2022 12:00:00 AM,Fire,BOXHI - HIRISE Structure Fire,00-0102,1F,9,"(-97.740320,30.266317)",-97.74032,30.266317,['11.03'],['001103']
22024459,2022,Feb,02/18/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-1801,1F,1,"(-97.690832,30.316912)",-97.690832,30.316912,['21.12'],['002112']
22024505,2022,Feb,02/18/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1001,1F,10,"(-97.775454,30.296446)",-97.775454,30.296446,['16.04'],['001604']
22024820,2022,Feb,02/19/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-4003,1F,1,"(-97.651842,30.381602)",-97.651842,30.381602,['435'],['043500']
22025222,2022,Feb,02/19/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-3502,1F,3,"(-97.742148,30.222319)",-97.742148,30.222319,['23.07'],['002307']
22025225,2022,Feb,02/19/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0804,1F,7,"(-97.725252,30.358070)",-97.725252,30.35807,['405'],['040500']
22025395,2022,Feb,02/20/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4906,1F,2,"(-97.764189,30.137736)",-97.764189,30.137736,['24.45'],['002445']
22025408,2022,Feb,02/20/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-3503,1F,3,"(-97.724988,30.224966)",-97.724988,30.224966,['23.13'],['002313']
22025680,2022,Feb,02/20/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0201,1F,9,"(-97.747991,30.286479)",-97.747991,30.286479,['6.07'],['000607']
22025820,2022,Feb,02/21/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0801,1F,4,"(-97.715521,30.372089)",-97.715521,30.372089,['407'],['040700']
22026083,2022,Feb,02/21/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0102,1F,9,"(-97.744846,30.269655)",-97.744846,30.269655,['11.01'],['001101']
22026099,2022,Feb,02/21/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2206,1F,3,"(-97.693662,30.220200)",-97.693662,30.2202,['23.20'],['002320']
22026142,2022,Feb,02/21/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4001,1F,7,"(-97.658906,30.397065)",-97.658906,30.397065,['440'],['044000']
22026147,2022,Feb,02/21/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1801,1F,1,"(-97.687625,30.321049)",-97.687625,30.321049,['21.12'],['002112']
22026236,2022,Feb,02/22/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0701,1F,1,"(-97.719372,30.272815)",-97.719372,30.272815,['8.04'],['000804']
22026349,2022,Feb,02/22/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-1804,1F,4,"(-97.694730,30.327201)",-97.69473,30.327201,['434'],['043400']
22026646,2022,Feb,02/22/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2306,1F,4,"(-97.691951,30.352645)",-97.691951,30.352645,['431'],['043100']
22026747,2022,Feb,02/23/2022 12:00:00 AM,Fire,BOXMID -MIDRISE Structure Fire,00-0101,1F,9,"(-97.740000,30.262107)",-97.74,30.262107,['11.03'],['001103']
22026852,2022,Feb,02/23/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4001,1F,1,"(-97.630867,30.401407)",-97.630867,30.401407,['449'],['044900']
22026853,2022,Feb,02/23/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-2705,1F,8,"(-97.864175,30.208648)",-97.864175,30.208648,['348'],['034800']
22026914,2022,Feb,02/23/2022 12:00:00 AM,Fire,BOX -Structure Fire,04-2604,1F,-,"(-97.615292,30.276336)",-97.615292,30.276336,['22.11'],['002211']
22027102,2022,Feb,02/24/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-2103,1F,10,"(-97.765296,30.385887)",-97.765296,30.385887,['301'],['030100']
22027104,2022,Feb,02/24/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2103,1F,10,"(-97.765296,30.385887)",-97.765296,30.385887,['301'],['030100']
22027395,2022,Feb,02/24/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0601,1F,9,"(-97.750030,30.244801)",-97.75003,30.244801,['14.01'],['001401']
22027541,2022,Feb,02/24/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0303,1F,9,"(-97.731316,30.298701)",-97.731316,30.298701,['5'],['000500']
22027666,2022,Feb,02/25/2022 12:00:00 AM,Fire,BOXMID -MIDRISE Structure Fire,00-3401,1F,6,"(-97.791675,30.456541)",-97.791675,30.456541,['204.08'],['020408']
22027709,2022,Feb,02/25/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-5101,1F,8,"(-97.857126,30.235493)",-97.857126,30.235493,['19.15'],['001915']
22027932,2022,Feb,02/25/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-3102,1F,10,"(-97.789186,30.376396)",-97.789186,30.376396,['305'],['030500']
22027975,2022,Feb,02/25/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-3501,1F,2,"(-97.744030,30.215723)",-97.74403,30.215723,['24.11'],['002411']
22028058,2022,Feb,02/25/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1803,1F,4,"(-97.703562,30.314198)",-97.703562,30.314198,"['21.05', '21.04']","['002105', '002104']"
22028560,2022,Feb,02/27/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2205,1F,3,"(-97.695303,30.234621)",-97.695303,30.234621,['23.21'],['002321']
22028850,2022,Feb,02/27/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0201,1F,9,"(-97.742942,30.285088)",-97.742942,30.285088,['6.08'],['000608']
22028982,2022,Feb,02/28/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1603,1F,4,"(-97.704674,30.332796)",-97.704674,30.332796,['15.03'],['001503']
22029266,2022,Feb,02/28/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-3504,1F,2,"(-97.690497,30.185362)",-97.690497,30.185362,['24.32'],['002432']
22029297,2022,Feb,02/28/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-3502,1F,3,"(-97.730086,30.223739)",-97.730086,30.223739,['23.13'],['002313']
22029674,2022,Mar,03/01/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1404,1F,9,"(-97.714436,30.292308)",-97.714436,30.292308,['3.07'],['000307']
22029718,2022,Mar,03/01/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0301,1F,9,"(-97.744780,30.287944)",-97.74478,30.287944,['6.06'],['000606']
22029742,2022,Mar,03/01/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2305,1F,4,"(-97.696442,30.349147)",-97.696442,30.349147,['432'],['043200']
22029797,2022,Mar,03/01/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-1705,1F,5,"(-97.776910,30.236770)",-97.77691,30.23677,['20.06'],['002006']
22029851,2022,Mar,03/01/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-0901,1F,9,"(-97.733489,30.310010)",-97.733489,30.31001,['2.03'],['000203']
22029943,2022,Mar,03/02/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1602,1F,4,"(-97.707619,30.336562)",-97.707619,30.336562,['400'],['040000']
22029956,2022,Mar,03/02/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1005,1F,10,"(-97.788632,30.298531)",-97.788632,30.298531,['19.13'],['001913']
22030108,2022,Mar,03/02/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3901,1F,6,"(-97.848778,30.405075)",-97.848778,30.405075,['346'],['034600']
22030225,2022,Mar,03/02/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0701,1F,1,"(-97.726374,30.268508)",-97.726374,30.268508,['8.04'],['000804']
22030296,2022,Mar,03/02/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2404,1F,2,"(-97.748239,30.151566)",-97.748239,30.151566,['24.40'],['002440']
22030315,2022,Mar,03/02/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0101,1F,3,"(-97.736164,30.260071)",-97.736164,30.260071,['10'],['001000']
22030825,2022,Mar,03/03/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-3301,1F,10,"(-97.762002,30.391994)",-97.762002,30.391994,['328'],['032800']
22030864,2022,Mar,03/03/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-2803,1F,7,"(-97.688143,30.408562)",-97.688143,30.408562,['412'],['041200']
22031161,2022,Mar,03/04/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3908,1F,6,"(-97.845560,30.371277)",-97.84556,30.371277,['329'],['032900']
22031233,2022,Mar,03/04/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1804,1F,4,"(-97.694680,30.326797)",-97.69468,30.326797,['434'],['043400']
22031604,2022,Mar,03/05/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3002,1F,7,"(-97.704797,30.397560)",-97.704797,30.39756,['418'],['041800']
22032320,2022,Mar,03/07/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-2801,1F,7,"(-97.673793,30.414425)",-97.673793,30.414425,['421'],['042100']
22032394,2022,Mar,03/07/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2103,1F,10,"(-97.758540,30.373302)",-97.75854,30.373302,['301'],['030100']
22032582,2022,Mar,03/08/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0701,1F,3,"(-97.726361,30.258768)",-97.726361,30.258768,['9.02'],['000902']
22032763,2022,Mar,03/08/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1901,1F,10,"(-97.766278,30.335845)",-97.766278,30.335845,['1.02'],['000102']
22033047,2022,Mar,03/09/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2402,1F,2,"(-97.731273,30.192963)",-97.731273,30.192963,['24.47'],['002447']
22033084,2022,Mar,03/09/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0201,1F,9,"(-97.738988,30.283608)",-97.738988,30.283608,['6.01'],['000601']
22033098,2022,Mar,03/09/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3607,1F,2,"(-97.773644,30.186580)",-97.773644,30.18658,['24.22'],['002422']
22033342,2022,Mar,03/09/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2303,1F,1,"(-97.676213,30.329801)",-97.676213,30.329801,['436'],['043600']
22033781,2022,Mar,03/10/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-1803,1F,4,"(-97.708427,30.312391)",-97.708427,30.312391,['21.05'],['002105']
22033835,2022,Mar,03/10/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1101,1F,5,"(-97.760429,30.259149)",-97.760429,30.259149,['13.10'],['001310']
22034213,2022,Mar,03/11/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3504,1F,2,"(-97.694681,30.197620)",-97.694681,30.19762,['24.48'],['002448']
22034281,2022,Mar,03/12/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0301,1F,9,"(-97.740217,30.290116)",-97.740217,30.290116,['6.01'],['000601']
22034328,2022,Mar,03/12/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-2903,1F,5,"(-97.827621,30.176709)",-97.827621,30.176709,['318'],['031800']
22034955,2022,Mar,03/13/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-1101,1F,5,"(-97.769248,30.255390)",-97.769248,30.25539,['13.09'],['001309']
22034963,2022,Mar,03/13/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-0701,1F,3,"(-97.735929,30.252171)",-97.735929,30.252171,['10'],['001000']
22035345,2022,Mar,03/14/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3703,1F,8,"(-97.890863,30.229444)",-97.890863,30.229444,['311'],['031100']
22035551,2022,Mar,03/14/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1709,1F,3,"(-97.765979,30.211490)",-97.765979,30.21149,['24.03'],['002403']
22035742,2022,Mar,03/15/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-2801,1F,7,"(-97.677783,30.412480)",-97.677783,30.41248,['421'],['042100']
22035783,2022,Mar,03/15/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-0501,1F,1,"(-97.673488,30.270821)",-97.673488,30.270821,['21.10'],['002110']
22035818,2022,Mar,03/15/2022 12:00:00 AM,Fire,BOX -Structure Fire,04-2609,1F,-,"(-97.612417,30.276550)",-97.612417,30.27655,['22.11'],['002211']
22036530,2022,Mar,03/16/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2302,1F,1,"(-97.676531,30.348867)",-97.676531,30.348867,['435'],['043500']
22036590,2022,Mar,03/17/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3502,1F,3,"(-97.743552,30.228950)",-97.743552,30.22895,['23.07'],['002307']
22036811,2022,Mar,03/17/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0801,1F,4,"(-97.711898,30.367786)",-97.711898,30.367786,['407'],['040700']
22037020,2022,Mar,03/18/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-2305,1F,4,"(-97.696442,30.349147)",-97.696442,30.349147,['432'],['043200']
22037585,2022,Mar,03/19/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-3005,1F,4,"(-97.691594,30.372698)",-97.691594,30.372698,['409'],['040900']
22037674,2022,Mar,03/19/2022 12:00:00 AM,Fire,BOXHI - HIRISE Structure Fire,00-0102,1F,9,"(-97.742950,30.267702)",-97.74295,30.267702,['11.03'],['001103']
22038327,2022,Mar,03/20/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3102,1F,10,"(-97.803334,30.371727)",-97.803334,30.371727,['305'],['030500']
22038485,2022,Mar,03/20/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1905,1F,10,"(-97.763282,30.331633)",-97.763282,30.331633,['1.01'],['000101']
22038505,2022,Mar,03/20/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3101,1F,10,"(-97.799920,30.357568)",-97.79992,30.357568,['329'],['032900']
22038509,2022,Mar,03/20/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3502,1F,3,"(-97.741240,30.227150)",-97.74124,30.22715,['23.07'],['002307']
22038619,2022,Mar,03/21/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1503,1F,3,"(-97.704930,30.256539)",-97.70493,30.256539,['9.02'],['000902']
22038750,2022,Mar,03/21/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-2402,1F,2,"(-97.756243,30.200425)",-97.756243,30.200425,['24.11'],['002411']
22038765,2022,Mar,03/21/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2301,1F,1,"(-97.680354,30.368535)",-97.680354,30.368535,['416'],['041600']
22039117,2022,Mar,03/21/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2607,1F,1,"(-97.661189,30.305903)",-97.661189,30.305903,['21.08'],['002108']
22039120,2022,Mar,03/21/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-1801,1F,1,"(-97.668178,30.318732)",-97.668178,30.318732,['21.13'],['002113']
22039213,2022,Mar,03/22/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0401,1F,9,"(-97.751903,30.270729)",-97.751903,30.270729,['12'],['001200']
22039420,2022,Mar,03/22/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2601,1F,1,"(-97.642606,30.304003)",-97.642606,30.304003,['22.22'],['002222']
22039620,2022,Mar,03/23/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-0804,1F,7,"(-97.723179,30.352938)",-97.723179,30.352938,['405'],['040500']
22039685,2022,Mar,03/23/2022 12:00:00 AM,Fire,BOXL- Structure Fire,04-4410,1F,-,"(-97.730273,30.447561)",-97.730273,30.447561,['341'],['034100']
22039717,2022,Mar,03/23/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0501,1F,3,"(-97.682396,30.267960)",-97.682396,30.26796,['21.10'],['002110']
22040348,2022,Mar,03/24/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2302,1F,1,"(-97.674807,30.352578)",-97.674807,30.352578,['435'],['043500']
22040414,2022,Mar,03/24/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2004,1F,5,"(-97.804118,30.223533)",-97.804118,30.223533,['303'],['030300']
22040728,2022,Mar,03/25/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2205,1F,3,"(-97.691882,30.220652)",-97.691882,30.220652,['23.20'],['002320']
22041010,2022,Mar,03/25/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0807,1F,7,"(-97.732709,30.393224)",-97.732709,30.393224,['324'],['032400']
22041057,2022,Mar,03/25/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3404,1F,6,"(-97.792549,30.472906)",-97.792549,30.472906,['203.11'],['020311']
22041226,2022,Mar,03/26/2022 12:00:00 AM,Fire,BOXMID -MIDRISE Structure Fire,00-1206,1F,10,"(-97.755189,30.314474)",-97.755189,30.314474,['1.01'],['000101']
22042348,2022,Mar,03/28/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-0203,1F,1,"(-97.713059,30.274854)",-97.713059,30.274854,"['8.02', '8.03']","['000802', '000803']"
22042680,2022,Mar,03/29/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2104,1F,10,"(-97.756867,30.372177)",-97.756867,30.372177,['302'],['030200']
22042708,2022,Mar,03/29/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3607,1F,2,"(-97.775475,30.191998)",-97.775475,30.191998,['24.22'],['002422']
22042752,2022,Mar,03/29/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2803,1F,7,"(-97.704651,30.413235)",-97.704651,30.413235,['422'],['042200']
22042798,2022,Mar,03/29/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0201,1F,9,"(-97.740915,30.282566)",-97.740915,30.282566,['6.01'],['000601']
22042897,2022,Mar,03/29/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0702,1F,3,"(-97.708982,30.261073)",-97.708982,30.261073,['9.02'],['000902']
22042966,2022,Mar,03/29/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0701,1F,3,"(-97.723775,30.258928)",-97.723775,30.258928,['9.02'],['000902']
22042975,2022,Mar,03/30/2022 12:00:00 AM,Fire,BOXMID -MIDRISE Structure Fire,00-2101,1F,10,"(-97.747983,30.360689)",-97.747983,30.360689,['323'],['032300']
22043019,2022,Mar,03/30/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1102,1F,5,"(-97.775234,30.247311)",-97.775234,30.247311,['13.04'],['001304']
22043048,2022,Mar,03/30/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2501,1F,6,"(-97.758959,30.429428)",-97.758959,30.429428,['342'],['034200']
22043194,2022,Mar,03/30/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2304,1F,4,"(-97.694858,30.337799)",-97.694858,30.337799,['403'],['040300']
22043485,2022,Mar,03/31/2022 12:00:00 AM,Fire,BOXHI - HIRISE Structure Fire,00-0401,1F,9,"(-97.751711,30.273564)",-97.751711,30.273564,['12'],['001200']
22043754,2022,Mar,03/31/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4302,1F,8,"(-97.897507,30.196189)",-97.897507,30.196189,['367'],['036700']
22043916,2022,Apr,04/01/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1803,1F,-,"(-97.702209,30.318502)",-97.702209,30.318502,['21.05'],['002105']
22043938,2022,Apr,04/01/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-5102,1F,8,"(-97.843987,30.251044)",-97.843987,30.251044,['19.14'],['001914']
22044042,2022,Apr,04/01/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0501,1F,1,"(-97.673176,30.283483)",-97.673176,30.283483,['21.10'],['002110']
22044051,2022,Apr,04/01/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-5003,1F,2,"(-97.625119,30.166231)",-97.625119,30.166231,['24.49'],['002449']
22044574,2022,Apr,04/02/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2903,1F,5,"(-97.821864,30.180024)",-97.821864,30.180024,['318'],['031800']
22044793,2022,Apr,04/02/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,04-4801,1F,-,"(-97.586001,30.248653)",-97.586001,30.248653,['22.16'],['002216']
22044974,2022,Apr,04/03/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2305,1F,4,"(-97.708124,30.350312)",-97.708124,30.350312,['432'],['043200']
22045009,2022,Apr,04/03/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1710,1F,2,"(-97.767882,30.198197)",-97.767882,30.198197,['24.43'],['002443']
22045481,2022,Apr,04/04/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1601,1F,7,"(-97.731325,30.355298)",-97.731325,30.355298,['15.04'],['001504']
22045489,2022,Apr,04/04/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-1804,1F,4,"(-97.700702,30.325285)",-97.700702,30.325285,['434'],['043400']
22045610,2022,Apr,04/04/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2101,1F,10,"(-97.752413,30.358244)",-97.752413,30.358244,['323'],['032300']
22045708,2022,Apr,04/04/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2904,1F,5,"(-97.838256,30.175832)",-97.838256,30.175832,['319'],['031900']
22045742,2022,Apr,04/04/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0801,1F,4,"(-97.715708,30.364867)",-97.715708,30.364867,['401'],['040100']
22046698,2022,Apr,04/06/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-1803,1F,4,"(-97.707061,30.309213)",-97.707061,30.309213,['21.05'],['002105']
22046757,2022,Apr,04/07/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1803,1F,4,"(-97.707136,30.309246)",-97.707136,30.309246,['21.05'],['002105']
22046782,2022,Apr,04/07/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1705,1F,5,"(-97.782955,30.234424)",-97.782955,30.234424,['20.07'],['002007']
22046974,2022,Apr,04/07/2022 12:00:00 AM,Fire,BOXHI - HIRISE Structure Fire,00-0201,1F,1,"(-97.730973,30.283918)",-97.730973,30.283918,['4.01'],['000401']
22047037,2022,Apr,04/07/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3004,1F,1,"(-97.671294,30.394254)",-97.671294,30.394254,['437'],['043700']
22047184,2022,Apr,04/07/2022 12:00:00 AM,Fire,BOXMID -MIDRISE Structure Fire,00-2302,1F,1,"(-97.676531,30.348867)",-97.676531,30.348867,['435'],['043500']
22047251,2022,Apr,04/07/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1705,1F,5,"(-97.777249,30.235395)",-97.777249,30.235395,['20.06'],['002006']
22047420,2022,Apr,04/08/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-2403,1F,2,"(-97.765310,30.192780)",-97.76531,30.19278,['24.19'],['002419']
22048133,2022,Apr,04/09/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3605,1F,2,"(-97.798897,30.174332)",-97.798897,30.174332,['24.22'],['002422']
22048136,2022,Apr,04/09/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1705,1F,3,"(-97.776065,30.230779)",-97.776065,30.230779,['20.06'],['002006']
22048137,2022,Apr,04/09/2022 12:00:00 AM,Fire,BOXL- Structure Fire,04-4701,1F,10,"(-97.848057,30.360249)",-97.848057,30.360249,['329'],['032900']
22048269,2022,Apr,04/09/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2102,1F,10,"(-97.766568,30.383137)",-97.766568,30.383137,['300'],['030000']
