incident_number,calendaryear,month,incdate,call_type,problem,responsearea,jurisdiction,prioritydescription,council_district,location,longitude,latitude,is_structure_fire,is_vehicle_fire,is_outdoor_fire,is_trash_fire,incident_category
22002091,2022,Jan,01/04/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2002,AFD,3F,5,"(-97.808271,30.203195)",-97.808271,30.203195,False,False,False,True,Trash/Dumpster Fire
22002124,2022,Jan,01/04/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-2801,AFD,2F,7,"(-97.685534,30.414012)",-97.685534,30.414012,False,True,False,False,Vehicle Fire
22002189,2022,Jan,01/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2306,AFD,3F,4,"(-97.693236,30.350606)",-97.693236,30.350606,False,False,False,True,Trash/Dumpster Fire
22002190,2022,Jan,01/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2306,AFD,3F,4,"(-97.693299,30.350506)",-97.693299,30.350506,False,False,False,True,Trash/Dumpster Fire
22002237,2022,Jan,01/05/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2403,AFD,3F,2,"(-97.746493,30.176203)",-97.746493,30.176203,False,False,True,False,Outdoor/Vegetation Fire
22002242,2022,Jan,01/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0503,AFD,3F,1,"(-97.682628,30.285862)",-97.682628,30.285862,False,False,False,True,Trash/Dumpster Fire
22002327,2022,Jan,01/05/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1707,AFD,3F,3,"(-97.760208,30.229650)",-97.760208,30.22965,False,False,True,False,Outdoor/Vegetation Fire
22002355,2022,Jan,01/05/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-2404,AFD,1F,2,"(-97.738214,30.158095)",-97.738214,30.158095,True,False,False,False,Structure Fire
22002394,2022,Jan,01/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1404,AFD,3F,9,"(-97.713805,30.300997)",-97.713805,30.300997,False,False,False,True,Trash/Dumpster Fire
22002422,2022,Jan,01/05/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1706,AFD,1F,3,"(-97.769329,30.239432)",-97.769329,30.239432,True,False,False,False,Structure Fire
22002441,2022,Jan,01/05/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-4103,AFD,2F,1,"(-97.624741,30.330370)",-97.624741,30.33037,False,True,False,False,Vehicle Fire
22002486,2022,Jan,01/05/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2803,AFD,1F,7,"(-97.697425,30.407034)",-97.697425,30.407034,True,False,False,False,Structure Fire
22002498,2022,Jan,01/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-4003,AFD,3F,1,"(-97.651842,30.381602)",-97.651842,30.381602,False,False,False,True,Trash/Dumpster Fire
22002546,2022,Jan,01/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0102,AFD,3F,9,"(-97.748025,30.264373)",-97.748025,30.264373,False,False,False,True,Trash/Dumpster Fire
22002591,2022,Jan,01/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1805,AFD,3F,-,"(-97.692308,30.326066)",-97.692308,30.326066,False,False,False,True,Trash/Dumpster Fire
22002602,2022,Jan,01/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1104,AFD,3F,8,"(-97.772573,30.271525)",-97.772573,30.271525,False,False,False,True,Trash/Dumpster Fire
22002623,2022,Jan,01/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3501,AFD,3F,2,"(-97.735288,30.214924)",-97.735288,30.214924,False,False,False,True,Trash/Dumpster Fire
22002625,2022,Jan,01/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1803,AFD,3F,1,"(-97.702626,30.318698)",-97.702626,30.318698,False,False,False,True,Trash/Dumpster Fire
22002626,2022,Jan,01/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0401,AFD,3F,9,"(-97.759246,30.272055)",-97.759246,30.272055,False,False,False,True,Trash/Dumpster Fire
22002640,2022,Jan,01/05/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4005,AFD,3F,7,"(-97.665030,30.443362)",-97.66503,30.443362,False,False,True,False,Outdoor/Vegetation Fire
22002646,2022,Jan,01/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1705,AFD,3F,5,"(-97.788037,30.230386)",-97.788037,30.230386,False,False,False,True,Trash/Dumpster Fire
22002653,2022,Jan,01/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0101,AFD,3F,9,"(-97.739639,30.258003)",-97.739639,30.258003,False,False,False,True,Trash/Dumpster Fire
22002670,2022,Jan,01/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0702,AFD,3F,3,"(-97.720279,30.256648)",-97.720279,30.256648,False,False,False,True,Trash/Dumpster Fire
22002674,2022,Jan,01/05/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2201,AFD,3F,3,"(-97.721471,30.229080)",-97.721471,30.22908,False,False,False,False,Other
22002680,2022,Jan,01/05/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2202,AFD,3F,3,"(-97.729090,30.232698)",-97.72909,30.232698,False,False,False,False,Other
22002683,2022,Jan,01/05/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2301,AFD,3F,1,"(-97.677901,30.367272)",-97.677901,30.367272,False,False,False,True,Trash/Dumpster Fire
22002690,2022,Jan,01/05/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-4001,AFD,2F,7,"(-97.658744,30.418181)",-97.658744,30.418181,False,True,False,False,Vehicle Fire
22002707,2022,Jan,01/06/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1404,AFD,3F,9,"(-97.718315,30.296388)",-97.718315,30.296388,False,False,False,True,Trash/Dumpster Fire
22002732,2022,Jan,01/06/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-0101,AFD,3F,9,"(-97.739170,30.267025)",-97.73917,30.267025,False,False,False,True,Trash/Dumpster Fire
22002821,2022,Jan,01/06/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1404,AFD,3F,9,"(-97.718315,30.296388)",-97.718315,30.296388,False,False,True,False,Outdoor/Vegetation Fire
22002844,2022,Jan,01/06/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3604,AFD,3F,5,"(-97.795899,30.162694)",-97.795899,30.162694,False,False,True,False,Outdoor/Vegetation Fire
22002878,2022,Jan,01/06/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3606,AFD,1F,2,"(-97.785565,30.194777)",-97.785565,30.194777,True,False,False,False,Structure Fire
22002882,2022,Jan,01/06/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2202,AFD,3F,3,"(-97.713713,30.248780)",-97.713713,30.24878,False,False,True,False,Outdoor/Vegetation Fire
22002975,2022,Jan,01/06/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-2202,AFD,3F,3,"(-97.730194,30.239088)",-97.730194,30.239088,False,False,False,True,Trash/Dumpster Fire
22002983,2022,Jan,01/06/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-3504,AFD,2F,2,"(-97.701276,30.212219)",-97.701276,30.212219,False,True,False,False,Vehicle Fire
22003001,2022,Jan,01/06/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-2205,AFD,2F,3,"(-97.691488,30.242553)",-97.691488,30.242553,False,True,False,False,Vehicle Fire
22003088,2022,Jan,01/06/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0807,AFD,3F,7,"(-97.735734,30.382482)",-97.735734,30.382482,False,False,False,True,Trash/Dumpster Fire
22003102,2022,Jan,01/06/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-0201,AFD,3F,9,"(-97.745520,30.286217)",-97.74552,30.286217,False,False,True,False,Outdoor/Vegetation Fire
22003106,2022,Jan,01/06/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2206,AFD,3F,3,"(-97.707058,30.220202)",-97.707058,30.220202,False,False,True,False,Outdoor/Vegetation Fire
22003126,2022,Jan,01/06/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1101,AFD,1F,5,"(-97.769764,30.254056)",-97.769764,30.254056,True,False,False,False,Structure Fire
22003147,2022,Jan,01/06/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0101,AFD,3F,9,"(-97.737187,30.266475)",-97.737187,30.266475,False,False,False,True,Trash/Dumpster Fire
22003158,2022,Jan,01/06/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-2401,AFD,2F,2,"(-97.731155,30.191283)",-97.731155,30.191283,False,True,False,False,Vehicle Fire
22003176,2022,Jan,01/07/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3809,AFD,3F,6,"(-97.772415,30.454420)",-97.772415,30.45442,False,False,True,False,Outdoor/Vegetation Fire
22003183,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1707,AFD,3F,3,"(-97.755821,30.219201)",-97.755821,30.219201,False,False,False,True,Trash/Dumpster Fire
22003211,2022,Jan,01/07/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-1804,AFD,3F,4,"(-97.696457,30.326563)",-97.696457,30.326563,False,False,False,False,Other
22003215,2022,Jan,01/07/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0801,AFD,1F,4,"(-97.716434,30.370666)",-97.716434,30.370666,True,False,False,False,Structure Fire
22003229,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1805,AFD,3F,4,"(-97.691375,30.327378)",-97.691375,30.327378,False,False,False,True,Trash/Dumpster Fire
22003238,2022,Jan,01/07/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2001,AFD,1F,5,"(-97.806641,30.209738)",-97.806641,30.209738,True,False,False,False,Structure Fire
22003249,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-4403,AFD,3F,6,"(-97.767712,30.437314)",-97.767712,30.437314,False,False,False,True,Trash/Dumpster Fire
22003254,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1804,AFD,3F,-,"(-97.692308,30.326066)",-97.692308,30.326066,False,False,False,True,Trash/Dumpster Fire
22003281,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0603,AFD,3F,3,"(-97.758109,30.241149)",-97.758109,30.241149,False,False,False,True,Trash/Dumpster Fire
22003300,2022,Jan,01/07/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1705,AFD,1F,5,"(-97.792424,30.236289)",-97.792424,30.236289,True,False,False,False,Structure Fire
22003313,2022,Jan,01/07/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0501,AFD,1F,1,"(-97.686171,30.276227)",-97.686171,30.276227,True,False,False,False,Structure Fire
22003315,2022,Jan,01/07/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0501,AFD,1F,1,"(-97.686093,30.276351)",-97.686093,30.276351,True,False,False,False,Structure Fire
22003325,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0805,AFD,3F,7,"(-97.743361,30.361299)",-97.743361,30.361299,False,False,False,True,Trash/Dumpster Fire
22003343,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-5106,AFD,3F,5,"(-97.791865,30.231402)",-97.791865,30.231402,False,False,False,True,Trash/Dumpster Fire
22003350,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2202,AFD,3F,3,"(-97.713678,30.249012)",-97.713678,30.249012,False,False,False,True,Trash/Dumpster Fire
22003353,2022,Jan,01/07/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4002,AFD,1F,1,"(-97.621895,30.392712)",-97.621895,30.392712,True,False,False,False,Structure Fire
22003362,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0102,AFD,3F,9,"(-97.741454,30.267683)",-97.741454,30.267683,False,False,False,True,Trash/Dumpster Fire
22003405,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2706,AFD,3F,8,"(-97.864779,30.234061)",-97.864779,30.234061,False,False,False,True,Trash/Dumpster Fire
22003472,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3501,AFD,3F,2,"(-97.733334,30.214883)",-97.733334,30.214883,False,False,False,True,Trash/Dumpster Fire
22003510,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0102,AFD,3F,9,"(-97.739677,30.266132)",-97.739677,30.266132,False,False,False,True,Trash/Dumpster Fire
22003516,2022,Jan,01/07/2022 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-3503,AFD,4F,3,"(-97.726941,30.225513)",-97.726941,30.225513,False,False,False,False,Other
22003523,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1502,AFD,3F,3,"(-97.685458,30.243862)",-97.685458,30.243862,False,False,False,True,Trash/Dumpster Fire
22003543,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1402,AFD,3F,1,"(-97.701826,30.285739)",-97.701826,30.285739,False,False,False,True,Trash/Dumpster Fire
22003547,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1403,AFD,3F,1,"(-97.703945,30.282572)",-97.703945,30.282572,False,False,False,True,Trash/Dumpster Fire
22003591,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0101,AFD,3F,9,"(-97.739258,30.267048)",-97.739258,30.267048,False,False,False,True,Trash/Dumpster Fire
22003592,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1104,AFD,3F,9,"(-97.754765,30.263624)",-97.754765,30.263624,False,False,False,True,Trash/Dumpster Fire
22003601,2022,Jan,01/07/2022 12:00:00 AM,Fire,BRSHL - Brush Alarm / Light,04-2605,AFD,2F,-,"(-97.626480,30.265128)",-97.62648,30.265128,False,False,True,False,Outdoor/Vegetation Fire
22003609,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1707,AFD,3F,3,"(-97.753917,30.217655)",-97.753917,30.217655,False,False,False,True,Trash/Dumpster Fire
22003619,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0807,AFD,3F,7,"(-97.745498,30.400357)",-97.745498,30.400357,False,False,False,True,Trash/Dumpster Fire
22003633,2022,Jan,01/07/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2404,AFD,3F,2,"(-97.753961,30.152536)",-97.753961,30.152536,False,False,False,False,Other
22003641,2022,Jan,01/07/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-1101,AFD,3F,5,"(-97.773710,30.248166)",-97.77371,30.248166,False,False,False,False,Other
22003657,2022,Jan,01/07/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-0101,AFD,1F,9,"(-97.734616,30.266807)",-97.734616,30.266807,True,False,False,False,Structure Fire
22003662,2022,Jan,01/07/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-0303,AFD,1F,9,"(-97.741431,30.304425)",-97.741431,30.304425,True,False,False,False,Structure Fire
22003693,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0603,AFD,3F,3,"(-97.758109,30.241149)",-97.758109,30.241149,False,False,False,True,Trash/Dumpster Fire
22003724,2022,Jan,01/07/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0301,AFD,3F,9,"(-97.741012,30.293458)",-97.741012,30.293458,False,False,False,True,Trash/Dumpster Fire
22003742,2022,Jan,01/08/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2205,AFD,3F,3,"(-97.684235,30.232630)",-97.684235,30.23263,False,False,False,True,Trash/Dumpster Fire
22003748,2022,Jan,01/08/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2806,AFD,3F,7,"(-97.709676,30.410941)",-97.709676,30.410941,False,False,False,True,Trash/Dumpster Fire
22003768,2022,Jan,01/08/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-2303,AFD,2F,1,"(-97.659382,30.328269)",-97.659382,30.328269,False,True,False,False,Vehicle Fire
22003795,2022,Jan,01/08/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-5105,AFD,3F,8,"(-97.801962,30.251819)",-97.801962,30.251819,False,False,False,True,Trash/Dumpster Fire
22003817,2022,Jan,01/08/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,05-4605,AFD,3F,-,"(-97.859473,30.172037)",-97.859473,30.172037,False,False,False,False,Other
22003828,2022,Jan,01/08/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2202,AFD,3F,3,"(-97.724728,30.243852)",-97.724728,30.243852,False,False,False,False,Other
22003957,2022,Jan,01/08/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3106,AFD,3F,10,"(-97.803615,30.334404)",-97.803615,30.334404,False,False,False,True,Trash/Dumpster Fire
22003975,2022,Jan,01/08/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1708,AFD,3F,3,"(-97.753457,30.214190)",-97.753457,30.21419,False,False,False,True,Trash/Dumpster Fire
22003987,2022,Jan,01/08/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2202,AFD,3F,3,"(-97.722066,30.244315)",-97.722066,30.244315,False,False,False,True,Trash/Dumpster Fire
22003995,2022,Jan,01/08/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1805,AFD,3F,4,"(-97.690853,30.328202)",-97.690853,30.328202,False,False,False,True,Trash/Dumpster Fire
22004048,2022,Jan,01/08/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1403,AFD,3F,1,"(-97.703945,30.282572)",-97.703945,30.282572,False,False,False,True,Trash/Dumpster Fire
22004054,2022,Jan,01/08/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2104,AFD,3F,10,"(-97.743138,30.368461)",-97.743138,30.368461,False,False,False,True,Trash/Dumpster Fire
22004082,2022,Jan,01/08/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-0702,AFD,3F,3,"(-97.720727,30.253678)",-97.720727,30.253678,False,False,False,False,Other
22004138,2022,Jan,01/08/2022 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-2203,AFD,4F,3,"(-97.717957,30.236397)",-97.717957,30.236397,False,False,False,False,Other
22004144,2022,Jan,01/08/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-2503,AFD,2F,10,"(-97.746598,30.394636)",-97.746598,30.394636,False,True,False,False,Vehicle Fire
22004149,2022,Jan,01/08/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1104,AFD,3F,5,"(-97.756768,30.263165)",-97.756768,30.263165,False,False,False,True,Trash/Dumpster Fire
22004234,2022,Jan,01/08/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1104,AFD,3F,8,"(-97.767273,30.266014)",-97.767273,30.266014,False,False,False,True,Trash/Dumpster Fire
22004324,2022,Jan,01/09/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0604,AFD,1F,9,"(-97.750933,30.256929)",-97.750933,30.256929,True,False,False,False,Structure Fire
22004352,2022,Jan,01/09/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1707,AFD,3F,3,"(-97.758314,30.220509)",-97.758314,30.220509,False,False,False,True,Trash/Dumpster Fire
22004354,2022,Jan,01/09/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0603,AFD,3F,-,"(-97.759622,30.242111)",-97.759622,30.242111,False,False,False,True,Trash/Dumpster Fire
22004389,2022,Jan,01/09/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1401,AFD,3F,9,"(-97.710415,30.309183)",-97.710415,30.309183,False,False,False,True,Trash/Dumpster Fire
22004458,2022,Jan,01/09/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2202,AFD,3F,3,"(-97.726494,30.229773)",-97.726494,30.229773,False,False,False,False,Other
22004487,2022,Jan,01/09/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,04-4408,AFD,1F,6,"(-97.744443,30.443084)",-97.744443,30.443084,True,False,False,False,Structure Fire
22004492,2022,Jan,01/09/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-5106,AFD,3F,5,"(-97.795332,30.232900)",-97.795332,30.2329,False,False,False,True,Trash/Dumpster Fire
22004544,2022,Jan,01/09/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1705,AFD,3F,5,"(-97.789697,30.238429)",-97.789697,30.238429,False,False,False,True,Trash/Dumpster Fire
22004564,2022,Jan,01/09/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0102,AFD,3F,9,"(-97.752251,30.265606)",-97.752251,30.265606,False,False,False,True,Trash/Dumpster Fire
22004598,2022,Jan,01/09/2022 12:00:00 AM,Fire,BOXMID -MIDRISE Structure Fire,00-1602,AFD,1F,4,"(-97.702218,30.336554)",-97.702218,30.336554,True,False,False,False,Structure Fire
22004622,2022,Jan,01/09/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1707,AFD,3F,3,"(-97.763652,30.223322)",-97.763652,30.223322,False,False,False,True,Trash/Dumpster Fire
22004626,2022,Jan,01/09/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2301,AFD,3F,1,"(-97.672535,30.375426)",-97.672535,30.375426,False,False,False,True,Trash/Dumpster Fire
22004650,2022,Jan,01/09/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0102,AFD,3F,9,"(-97.738949,30.268007)",-97.738949,30.268007,False,False,False,True,Trash/Dumpster Fire
22004684,2022,Jan,01/09/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1206,AFD,3F,10,"(-97.754355,30.309507)",-97.754355,30.309507,False,False,False,True,Trash/Dumpster Fire
22004690,2022,Jan,01/10/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2401,AFD,3F,2,"(-97.746900,30.179672)",-97.7469,30.179672,False,False,False,True,Trash/Dumpster Fire
22004758,2022,Jan,01/10/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-0301,AFD,3F,9,"(-97.739077,30.289623)",-97.739077,30.289623,False,False,False,False,Other
22004763,2022,Jan,01/10/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1702,AFD,3F,3,"(-97.778431,30.212947)",-97.778431,30.212947,False,False,True,False,Outdoor/Vegetation Fire
22004773,2022,Jan,01/10/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3606,AFD,3F,2,"(-97.788907,30.195373)",-97.788907,30.195373,False,False,True,False,Outdoor/Vegetation Fire
22004787,2022,Jan,01/10/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-3501,AFD,2F,2,"(-97.720343,30.202188)",-97.720343,30.202188,False,True,False,False,Vehicle Fire
22004814,2022,Jan,01/10/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4901,AFD,3F,5,"(-97.809402,30.107598)",-97.809402,30.107598,False,False,True,False,Outdoor/Vegetation Fire
22004815,2022,Jan,01/10/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3604,AFD,3F,5,"(-97.787270,30.166306)",-97.78727,30.166306,False,False,False,True,Trash/Dumpster Fire
22004895,2022,Jan,01/10/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2304,AFD,3F,4,"(-97.686319,30.348460)",-97.686319,30.34846,False,False,False,False,Other
22004906,2022,Jan,01/10/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0303,AFD,1F,9,"(-97.744954,30.300158)",-97.744954,30.300158,True,False,False,False,Structure Fire
22004939,2022,Jan,01/10/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1901,AFD,3F,10,"(-97.761831,30.335212)",-97.761831,30.335212,False,False,False,True,Trash/Dumpster Fire
22004982,2022,Jan,01/10/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2004,AFD,3F,5,"(-97.790351,30.216641)",-97.790351,30.216641,False,False,True,False,Outdoor/Vegetation Fire
22004988,2022,Jan,01/10/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1603,AFD,3F,4,"(-97.710566,30.333356)",-97.710566,30.333356,False,False,False,True,Trash/Dumpster Fire
22005010,2022,Jan,01/10/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3604,AFD,3F,5,"(-97.788224,30.164157)",-97.788224,30.164157,False,False,False,True,Trash/Dumpster Fire
22005054,2022,Jan,01/10/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2903,AFD,3F,5,"(-97.823807,30.173724)",-97.823807,30.173724,False,False,False,True,Trash/Dumpster Fire
22005057,2022,Jan,01/10/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2005,AFD,1F,2,"(-97.789763,30.197935)",-97.789763,30.197935,True,False,False,False,Structure Fire
22005064,2022,Jan,01/10/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0603,AFD,3F,3,"(-97.761276,30.239494)",-97.761276,30.239494,False,False,False,True,Trash/Dumpster Fire
22005099,2022,Jan,01/10/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1905,AFD,1F,10,"(-97.763346,30.329348)",-97.763346,30.329348,True,False,False,False,Structure Fire
22005109,2022,Jan,01/10/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3303,AFD,3F,10,"(-97.772231,30.403946)",-97.772231,30.403946,False,False,True,False,Outdoor/Vegetation Fire
22005114,2022,Jan,01/10/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1708,AFD,3F,3,"(-97.757103,30.219020)",-97.757103,30.21902,False,False,False,True,Trash/Dumpster Fire
